id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
4486,Ie' tsë' tãîx .,Él cantó mucho .,JaraAprendamos pg134,,Ie’ tsë’ tã́ĩ.
4487,Tsèqnẽ tãîx .,Se cantó mucho .,JaraAprendamos pg134,,Tsë̀nẽ tã́ĩ.
4488,Ye' wã i chèxr .,Lo sé .,JaraAprendamos pg135,,Ye’ wã i chẽ̀r.
4489,Kèq ye' wã i chèxr .,No lo sé .,JaraAprendamos pg135,,Kë̀ ye’ wã i chẽ̀r.
4490,Íẽ inìxr bola wa .,Aquí se acostumbra jugar bola .,JaraAprendamos pg135,,Íẽ inĩ̀r bola wa.
4491,Inìxr bua' bola i' wa .,Se juega bien con esta bola .,JaraAprendamos pg136,,Inĩ̀r bua’ bola i’ wa.
4492,Ye' ã inìxr bola' i' wa .,Yo puedo jugar con esta bola .,JaraAprendamos pg136,,Ye’ ã inĩ̀r bola’ i’ wa.
4493,Tsèqrke .,Se está cantando .,JaraAprendamos pg136,,Tsë̀rke.
4494,Kèq balo' yàrkũ .,No se está bebiendo chicha .,JaraAprendamos pg136,,Kë̀ balo’ yàrkũ.
4495,Ĩnìxnẽ bua' .,Se jugó bien .,JaraAprendamos pg136,,Ĩnĩ̀nẽ bua’.
4496,Kèq ĩnìxnẽ bua' .,No se jugó bien .,JaraAprendamos pg136,,Kë̀ ĩnĩ̀nẽ bua’.
4497,Balo' yànẽ .,Se bebió chicha .,JaraAprendamos pg136,,Balo’ yànẽ.
4498,Kèq balo' yànẽ .,No se bebió chicha .,JaraAprendamos pg136,,Kë̀ balo’ yànẽ.
4499,"Mìxkã awá tsèqnẽ , e'tã se' mìxke kãnèxbalök .",Cuando el médico haya cantado entonces iremos a trabajar .,JaraAprendamos pg137,,"Mĩ̀kã awá tsë̀nẽ, e’tã se’ mĩ̀ke kãnẽ̀balök."
4500,Awá kèq tsèqnẽ .,El médico no cantó .,JaraAprendamos pg137,,Awá kë̀ tsë̀nẽ.
4501,Alà kèq wã ali' ñàxnẽ .,El niño no comió yuca .,JaraAprendamos pg137,,Alà kë̀ wã ali’ ñã̀nẽ.
4502,Kèq alà wã ali' ñàxnẽ .,El niño no comió yuca .,JaraAprendamos pg137,,Kë̀ alà wã ali’ ñã̀nẽ.
4503,Ye' kèq wã Alí sùxnẽ .,Yo no vi a Alí .,JaraAprendamos pg137,,Ye’ kë̀ wã Alí sũ̀nẽ.
4504,ie' ĩùx,él llora,JaraAprendamos pg139,,ie’ ĩũ̀
4505,ie' ĩùxke,él va a llorar,JaraAprendamos pg139,,ie’ ĩũ̀ke
4506,ĩìxr,se llora,JaraAprendamos pg139,,ĩĩ̀r
4507,ie' ĩéx,Él lloró .,JaraAprendamos pg139,,ie’ ĩẽ́
4508,ie' ĩĩ',Él lloró .,JaraAprendamos pg139,,ie’ ĩĩ’
4509,ĩìxnẽ,se lloró .,JaraAprendamos pg139,,ĩĩ̀nẽ
4510,ie' ĩnùx,él juega,JaraAprendamos pg140,,ie’ ĩnũ̀
4511,ie' ĩnùxke,él va a jugar,JaraAprendamos pg140,,ie’ ĩnũ̀ke
4512,ĩnìxr,se juega,JaraAprendamos pg140,,ĩnĩ̀r
4513,ie' ĩnéx,él jugó,JaraAprendamos pg140,,ie’ ĩnẽ́
4514,ie' ĩnĩ,él jugó,JaraAprendamos pg140,,ie’ ĩnĩ
4515,ĩnìxnẽ,se jugó,JaraAprendamos pg140,,ĩnĩ̀nẽ
4516,ie' éxr,él descansa,JaraAprendamos pg140,,ie’ ẽ́r
4517,ie' éxrke,él descansa,JaraAprendamos pg140,,ie’ ẽ́rke
4518,ie' éxnẽ,él descansó,JaraAprendamos pg140,,ie’ ẽ́nẽ
4519,ie' ẽnẽ',él descansó,JaraAprendamos pg140,,ie’ ẽnẽ’
4520,éxnẽ,se descansó,JaraAprendamos pg140,,ẽ́nẽ
4521,ie' shkòq,él camina,JaraAprendamos pg142,,ie' shkö̀
4522,ie' shkòqke,él va a caminar,JaraAprendamos pg142,,ie' shkö̀ke
4523,shkàr,se camina,JaraAprendamos pg142,,shkàr
4524,shké,él caminó,JaraAprendamos pg142,,shké
4525,shka',él caminó,JaraAprendamos pg142,,shka’
4526,shkànẽ,se caminó,JaraAprendamos pg142,,shkànẽ
4527,ie' yulè,Él lo busca,JaraAprendamos pg143,,ie' yulè
4528,ie' i yulèke,Él lo va a buscar,JaraAprendamos pg143,,ie' i yulèke
4529,yulòqr,se busca,JaraAprendamos pg143,,yulö̀r
4530,ie' i yulé,Él lo buscó .,JaraAprendamos pg143,,ie' i yulé
4531,ie' i yulö',Él lo buscó,JaraAprendamos pg143,,ie' i yulö’
4532,yulòqnẽ,se buscó,JaraAprendamos pg143,,yulö̀nẽ
4533,ie' i sãwèx,Él lo ve .,JaraAprendamos pg143,,ie' i sãwẽ̀
4534,ie' i sãwèxke,Él lo va a ver .,JaraAprendamos pg143,,ie' i sãwẽ̀ke
4535,sùxr,se ve,JaraAprendamos pg143,,sũ̀r
4536,ie' i sãwéx,Él lo vio .,JaraAprendamos pg143,,ie' i sãwẽ́
4537,ie' i sũ',Él lo vio .,JaraAprendamos pg143,,ie' i sũ'
4538,sùxnẽ,se vio,JaraAprendamos pg143,,sũ̀nẽ
4539,ye' bák dawèie .,Yo estuve enfermo .,JaraAprendamos pg144,,ye’ bák dawèie.
4540,ye' kèq bák dawèie .,Yo no estuve enfermo .,JaraAprendamos pg144,,ye’ kë̀ bák dawèie.
4541,batöròqk,escurrir,JaraAprendamos pg144,,batörö̀k
4542,ye' tö i rrát,Yo lo escurrí .,JaraAprendamos pg144,,ye’ tö i rrát
4543,Ye' kèq wã i rràtẽ .,Yo no lo escurrí .,JaraAprendamos pg144,,Ye’ kë̀ wã i rràtẽ.
4544,Ye' míxnẽ chakì,Yo me fui ayer .,JaraAprendamos pg150,,Ye’ mĩ́nẽ chakì
4545,Ye' kèq míxnẽ chakì .,Yo no me fui ayer .,JaraAprendamos pg150,,Ye’ kë̀ mĩ́nẽ chakì.
4546,Ye' dë' chakì .,Yo llegué ayer .,JaraAprendamos pg150,,Ye’ dë’ chakì.
4547,Ye' kèq dë' chakì .,Yo no llegué ayer .,JaraAprendamos pg150,,Ye’ kë̀ dë’ chakì.
4548,Ye' déqnẽ chakì .,Yo regresé ayer .,JaraAprendamos pg150,,Ye’ dë́nẽ chakì.
4549,Ye' kèq déqnẽ chakì .,Yo regresé ayer .,JaraAprendamos pg150,,Ye’ kë̀ dë́nẽ chakì.
4550,Pë' tulur kóxpàkök .,La gente está sentada conversando .,JaraAprendamos pg175,,Pë' tulur kṍpàkök.
4551,Yéqria shka' ẽnã yéqbalë' chakì kãñíxk ã .,El cazador caminó y cazó ayer en la selva .,JaraAprendamos pg175,,Yë́ria shka' enã yë́balë' chakì kãñĩ́k ã.
4552,Kalòqtèqnẽ tãîx chakì nãñéxwe .,Se bailó mucho ayer en la noche .,JaraAprendamos pg175,,Kalö̀të̀nẽ tã́ĩ chakì nãñẽ́we.
4553,Hernán tö kòqchi chaka kata' .,Hernán comió carne de cerdo .,JaraAprendamos pg175,,Hernán tö kö̀chi chaka kata'.
4554,Ye' kèq wã Alì kutà sùxnẽ .,Yo no vi a la hermana de Alí .,JaraAprendamos pg175,,Ye' kë̀ wã Alì kutà sũ̀nẽ.
4555,Síkuapa ĩnùxke bola wa .,Los extranjeros van a jugar bola .,JaraAprendamos pg175,,Síkuapa ĩnũ̀ke bola wa.
4556,Be' kèq tsèqnẽ kalòqte ã .,Usted no cantó en el baile .,JaraAprendamos pg175,,Be' kë̀ tsë̀nẽ kalö̀te ã.
4557,Sa' ã be' wèqr .,Nosotros podemos verte .,JaraAprendamos pg175,,Sa' ã be' wë̀r.
4558,Ènĩã Kadije tö uyèqjkuö àxritsé .,Hace un rato Kadije leyó un libro .,JaraAprendamos pg175,,Ènĩã Kadije tö yë́jkuö õ̀rtsé.
4559,Ie'pa kèq wã i tté chèxr .,Ellos no saben esa palabra .,JaraAprendamos pg175,,Ie'pa kë̀ wã i tté chẽ̀r.
4560,Ímã i chè bribri ã ?,Cómo se dice eso en bribri ?,JaraAprendamos pg175,,Ímã i chè bribri ã?
4561,Chakì sa' chka' awá tã .,Ayer comimos con el médico .,JaraAprendamos pg175,,Chakì sa' chka' awá tã.
4562,Chakì se' chka' awá tã .,Ayer comimos con el médico .,JaraAprendamos pg175,,Chakì se' chka' awá tã.
4563,Ye' náxũ dë' chakì tsóxlĩ .,Mi tío materno llegó ayer por la tarde .,JaraAprendamos pg175,,Ye' nã́ũ dë' chakì tsṍlĩ.
4564,Bùsipa tká sĩòxrë .,Las muchachas estuvieron muy tristes .,JaraAprendamos pg175,,Bùsipa tchá sĩõ̀rë.
4565,Bùsipa bák sĩòxrë .,Las muchachas estuvieron muy tristes .,JaraAprendamos pg175,,Bùsipa bák sĩõ̀rë.
4566,Wéqpa tö ali' kuátkë' .,Los hombres sembraron yuca .,JaraAprendamos pg175,,Wë́pa tö ali' kuátchë'.
4567,Wéqpa tö ali' kuátké .,Los hombres sembraron yuca .,JaraAprendamos pg175,,Wë́pa tö ali' kuátché.
4568,Alà bùsi kèq kapèqnẽ bua'ë chakì .,La niña no durmió muy bien ayer .,JaraAprendamos pg175,,Alà bùsi kë̀ kapë̀nẽ bua'ë chakì.
4569,Ì kũéxkĩ wìm òxr darèqrèq ?,Por qué el mono congo grita tan fuerte ?,JaraAprendamos pg155,,Ì kũẽ́kĩ wìm õ̀r darë̀rë̀ ?
4570,"Wìm , che akéqkëpa tö , tö wìm dör pë' wéqm tãîx .","El mono congo , dicen los mayores , era un hombre corpulento .",JaraAprendamos pg155,,"Wìm , che kë́këpa tö , tö wìm dör pë' wë́m tã́ĩ ."
4571,"Ie' wã dúk tso' , séxwèxke ie' rö òxnõk ie , e' ulàr sulùë .","Tenía un caracol que usaba para gritar , pero sonaba muy feo .",JaraAprendamos pg155,,"Ie' wã dúk tso' , sẽ́wẽ̀ke ie' rö õ̀nõk ie , e' ulàr sulùë ."
4572,E'tã ètökicha ie' dómĩ chòò cha ie' i tsè tö èköl pë' wéqm dúk ulàwẽ .,"Una vez que andaba por ahí , escuchó a alguien tocando un caracol .",JaraAprendamos pg155,,E'tã ètökicha ie' dómĩ chòò cha ie' i tsè tö èköl pë' wë́m dúk ulàwẽ .
4573,e' ulàr bua'ë .,Ese sí que sonaba bonito !,JaraAprendamos pg155,,e' ulàr bua'ë .
4574,ulànẽ bua' ie' kukuòq ã .,Realmente le gustó como sonaba .,JaraAprendamos pg155,,ulànẽ bua' ie' kukuö̀ ã .
4575,Ie' míxã i sáxũk tö yì dúk ulàwẽ .,Entonces se fue a ver quién sonaba aquel caracol,JaraAprendamos pg155,,Ie' mĩ́ã i sã́ũk tö yì dúk ulàwẽ .
4576,Ie' i sãwéx tö nãmùx tso' dúk ulàũk .,Él vi que el tigre sonaba aquel caracol .,JaraAprendamos pg155,,Ie' i sãwẽ́ tö nãmũ̀ tso' dúk ulàũk .
4577,"Ñèxẽ ie' tö i bikéitse : "" Wèxs ye' ulà dòqmĩ nãmùx dúk ska ? "" .","Entonces el mono pensó : "" Vamos a ver , cómo puedo apoderarme yo de ese caracol ? """,JaraAprendamos pg155,,"Ñẽ̀ẽ ie' tö i bikéitse : "" Wẽ̀s ye' ulà dö̀mĩ nãmũ̀ dúk ska ? "" ."
4578,"Ie' míx chòò . Döèjke tã , ie' tö i bikéitse : "" Súx , ye' míx nãmùx ã i chök tö ye' dúk ulàr ie' icha tsóxtã . ""","Se quedó cavilando . Al rato él pensó : "" Vea , yo voy a decirle al tigre que mi caracol suena más fuerte que el suyo . """,JaraAprendamos pg155,,"Ie' mĩ́ chòò . Döèjke tã , ie' tö i bikéitse : "" Sṹ , ye' mĩ́ nãmũ̀ ã i chök tö ye' dúk ulàr ie' icha tsṍtã . """
4579,"Ñèxẽ ie' míxã nãmùx ã i che : "" A akéqkëpa , súx , ye' dúk i' ulàr be' icha tsóxtã . ""","Entonces él fue a decirle al tigre : "" Señor , vea , mi caracol suena más fuerte que el suyo . """,JaraAprendamos pg155,,"Ñẽ̀ẽ ie' mĩ́ã nãmũ̀ ã i che : "" A kë́këpa , sṹ , ye' dúk i' ulàr be' icha tsṍtã . """
4580,"Nãmùx tö i che : "" Be' i che . ""","El tigre dijo : "" Usted lo dice "" .",JaraAprendamos pg155,,"Nãmũ̀ tö i che : "" Be' i che . """
4581,"Ie' tö i che : Tóq , ye' dúk ulàr be' icha tsóxtã ; be' kĩ i kiànẽ súx s míx i móxũk ètökicha ? E' wa be' i sãwéx tö ye' dúk ulàr be' icha tsóxtã .","Él dijo : "" Sí , mi caracol suena más fuerte que el suyo ; usted no quiere que vayamos a probarlo una vez ? Así usted va a ver que mi caracol suena más fuerte que el suyo . """,JaraAprendamos pg156,,"Ie' tö i che : Tö́ , ye' dúk ulàr be' icha tsṍtã ; be' kĩ i kiànẽ sṹ s mĩ́ i mṍũk ètökicha ? E' wa be' i sãwẽ́ tö ye' dúk ulàr be' icha tsṍtã ."
4582,"Ñèxẽ nãmùx tö i bikéitse : "" Bua' i di . ""","Entonces el tigre pensó "" Está bien por mí . """,JaraAprendamos pg156,,"Ñẽ̀ẽ nãmũ̀ tö i bikéitse : "" Bua' i di . """
4583,"Nãmùx tö ie' ã i che : "" Bua' i di ! Míxshka axñìx ã i díwö mũk . ""","Él tigre le dijo : "" Está bien por mí ! Vamos a fijar un día entre nosotros . """,JaraAprendamos pg156,,"Nãmũ̀ tö ie' ã i che : "" Bua' i di ! Mĩ́shka ñĩ̀ ã i díwö mũk . """
4584,Ie'pa tö axñìx ã i díwö mẽ' .,Ellos fijaron la fecha entre ellos .,JaraAprendamos pg156,,Ie'pa tö ñĩ̀ ã i díwö mẽ' .
4585,Ie'pa tö axñìx ã i che : Díwö ñèxjke yö ba kínèxke káxnkuö kĩ .,Ellos se dijeron : Ese día yo lo espero en la cuesta .,JaraAprendamos pg156,,Ie'pa tö ñĩ̀ ã i che : Díwö ñẽ̀jke yö ba kínẽ̀ke kã́nkuö kĩ .
4586,"Nãmùx tö i che : "" Èqkèqkë ""","El tigre dijo : "" De acuerdo """,JaraAprendamos pg156,,"Nãmũ̀ tö i che : "" Ëkë̀ke """
4587,"Mìxkã ie'pa díwö dé , e'tã ie' míxã tkër èqkalènã kàl wì ã .","Cuando el día de ellos llegó , entonces él llegó y se sentó primero al pie de un árbol .",JaraAprendamos pg156,,"Mĩ̀kã ie'pa díwö dé , e'tã ie' mĩ́ã tchër ë̀kalènã kàl wì ã ."
4588,Ie' tö kkóqujkuö tséxmĩ bòqk .,Él llevaba dos jícaras huecas .,JaraAprendamos pg156,,Ie' tö kkö́ujkuö tsẽ́mĩ bö̀k .
4589,"E' pàtkéwã ie' ẽ' ulà ã , e' wa ie' tkër èqkalènã kàlwóqlö kĩ inùxk ; ppèke ie' rö ñìxmĩkã : kòu , kòu , kòu .","Él metió la mano en ellas , y ahí se quedó jugando sentado en el tronco , y él las hacía sonar : toc toc toc .",JaraAprendamos pg156,,"E' pàtchéwã ie' ẽ' ulà ã , e' wa ie' tchër ë̀kalènã kàlwö́lö kĩ inũ̀k ; ppèke ie' rö ñĩ̀mĩkã : kòu , kòu , kòu ."
4590,Dökukùnẽ ie' i sãwèx nãmùx dáã .,Al rato él ve que el tigre viene .,JaraAprendamos pg156,,Dökukùnẽ ie' i sãwẽ̀ nãmũ̀ dáã .
4591,"Nãmùx ã ie' tö i che : "" Be' dúk dé be' wã ? ""","Al tigre él dijo : "" Usted trajo su caracol ? """,JaraAprendamos pg156,,"Nãmũ̀ ã ie' tö i che : "" Be' dúk dé be' wã ? """
4592,"Nãmùx tö i che : "" Tóq . ""","El tigre dijo "" Sí . """,JaraAprendamos pg156,,"Nãmũ̀ tö i che : "" Tö́ . """
4593,"Ie' tö i chènẽ nãmùx ã : Be' kèq éxn ã kkö' ulàwáxk , wèxs ye' i ulàwẽ ès ?","Él le dice al tigre : "" A usted no le gustaría sonar primero estas jícaras , así como los toco yo ? """,JaraAprendamos pg156,,"Ie' tö i chènẽ nãmũ̀ ã : Be' kë̀ ẽ́n ã kkö' ulàwã́k , wẽ̀s ye' i ulàwẽ ès ?"
4594,"Nãmùx tö ie' ã i che : "" Èqkèqkë , súx , ye' i móxũ . ""","Él tigre le dijo : "" De acuerdo , vea , voy a probarlo "" .",JaraAprendamos pg156,,"Nãmũ̀ tö ie' ã i che : "" Ềkë̀ke , sṹ , ye' i mṍũ . """
4595,"Ie' tö i chènẽ nãmùx ã : "" Èrë be' káxwötã ulà pàtkökwã kkóqujkuö ã , ye' wã i tkër ès . ""","Él le dijo al tigre : "" Pero usted tiene que meter las manos en las jícaras , así como yo las meto """,JaraAprendamos pg156,,"Ie' tö i chènẽ nãmũ̀ ã : ""Èrë be' kṍwötã ulà pàtchökwã kkö́ujkuö ã , ye' wã i tchër ès . """
4596,"Ñèxẽ nãmùx tö i che : "" Èqkèqkë , ye' ulà móxwã . ""","Entonces el tigre dijo : "" De acuerdo , voy a meter mis manos """,JaraAprendamos pg156,,"Ñẽ̀ẽ nãmũ̀ tö i che : "" Ềkë̀ke , ye' ulà mṍwã . """
4597,"Nãmùx ã ie' tö i che : "" Be' dúk múx tër . ""","Al tigre él le dijo : "" Deje su caracol en el suelo "" .",JaraAprendamos pg157,,"Nãmũ̀ ã ie' tö i che : ""Be' dúk mṹ tër . """
4598,"Nãmùx dúk yétsã i méx tër , nãmùx ulà méx ie' ã .","El tigre dejó su caracol y lo puso en el suelo , y extendió sus dos manos hacia él .",JaraAprendamos pg157,,"Nãmũ̀ dúk yétsã i mẽ́ tër , nãmũ̀ ulà mẽ́ ie' ã ."
4599,"Pàtkéwã ie' rö kkóqujkuö ã wíxkĩ iòxkĩ , mũéxwã ie' darèqrèq .",Entonces el mono le metió las jícaras en las manos y él los amarró duro .,JaraAprendamos pg157,,"Pàtchéwã ie' rö kkö́ujkuö ã wĩ́kĩ iõ̀kĩ , mũẽ́wã ie' darë̀rë̀ ."
4600,"E' dalèwa ie' tö nãmùx dúk tër kalòqũwã , ie' tö i tséxmĩ , kalòqũwã ie' wã mãlíxs , i túxr i wéqtsë kàlula kĩ .","Haciendo eso , el mono agarró el caracol del tigre , él se lo llevó , él lo agarró de un golpe , él corrió hacia la rama .",JaraAprendamos pg157,,"E' dalèwa ie' tö nãmũ̀ dúk tër kalö̀ũwã , ie' tö i tsẽ́mĩ , kalö̀ũwã ie' wã mãlĩ́s , i tṹr i wë́tsë kàlula kĩ ."
4601,Tcháshkalmĩ kàl tsóxkã .,Él decidió escapar hacia los árboles .,JaraAprendamos pg157,,Tcháshkalmĩ kàl tsṍkã .
4602,Ie' wã nãmùx dúk míxtsẽ .,Él se llevó el caracol del tigre .,JaraAprendamos pg157,,Ie' wã nãmũ̀ dúk mĩ́tsẽ .
4603,"Nãmùx ulà ã kkóqujkuö tkër , kèq wa i shkókkã , kèq wa i túxnóxkkã kàl tsóxkã .","Las manos del tigre estaban metidas en las jícaras , él no pudo subir , él no pudo subirse al árbol .",JaraAprendamos pg157,,"Nãmũ̀ ulà ã kkö́ujkuö tchër , kë̀ wa i shkókkã , kë̀ wa i tṹnṍkkã kàl tsṍkã ."
4604,"Nãmùx òxtẽ tkèqnã , ie' wã nãmùx dúk míxtsẽ , ie'r ie' dúk méxãt nãmùx ã .","El tigre se quedó sentado , él se llevó el caracol del tigre , él le quitó su caracol al tigre .",JaraAprendamos pg157,,"Nãmũ̀ õ̀tẽ tchë̀nã , ie' wã nãmũ̀ dúk mĩ́tsẽ , ie'r ie' dúk mẽ́ãt nãmũ̀ ã ."
4605,"Dökukùnẽ tã ie' démĩ kàl tãîx e' tsóxkã nãmùx dúk ulàũk , ulàwẽ ie' bua'ë .","Al rato él llegó al árbol y sonó el caracol del tigre , él sonaba muy bien .",JaraAprendamos pg157,,"Dökukùnẽ tã ie' démĩ kàl tã́ĩ e' tsṍkã nãmũ̀ dúk ulàũk , ulàwẽ ie' bua'ë ."
4606,"Ie' tö i che : "" Ajá , e' kiànẽ ye' kĩ ! ""","Él dijo : "" Ajá , yo quiero eso ! """,JaraAprendamos pg157,,"Ie' tö i che : ""Ajá , e' kiànẽ ye' kĩ ! """
4607,"Ie' wák tkáshkal , ie' tö nãmùx méxãt tèqnã , ulà mòxtër kkóqujkuö ã .","Él escapó , él dejó al tigre tirado , las manos estában amarradas a las jícaras .",JaraAprendamos pg157,,"Ie' wák tcháshkal , ie' tö nãmũ̀ mẽ́ãt të̀nã , ulà mõ̀tër kkö́ujkuö ã ."
4608,"E' kũéxkĩ nãmùx òxr sulù bèqriebulu , ẽnã wìm òxr bua'ëmẽ ẽnã bèqrie ñìxes .",Por eso el tigre grita tan feo y el mono congo grita muy bonito y también muy fuerte .,JaraAprendamos pg157,,"E' kũẽ́kĩ nãmũ̀ õ̀r sulù bë̀riebulu , enã wìm õ̀r bua'ëmẽ enã bë̀rie ñĩ̀es ."
4609,Ie' ajkánẽ' nãñéxwe .,Anoche él habló en sueños .,margery-ex0030,,Ie' ajkáne̠' na̠ñé̠we.
4610,María tso' i wéqm ajkàtök i pé irir e' kuéxkĩ .,María está acusando a su marido porque él le pegó .,margery-ex0031,,María tso' i wë́m ajkàtök i pé irir e' kué̠ki̠.
4611,I ajké dör bua' .,Ese sabor es agradable .,margery-ex0032,,I ajké dör bua'.
4612,Ye' dör ù bêqrie ajkéye' étk e .,Yo deseé una casa grande .,margery-ex0033,,Ye' dör ù bë̂rie ajkéye' étk e.
4613,Vaca tso' dayèq ajkékuyök .,La vaca se está lamiendo la sal .,margery-ex0034,,Vaca tso' dayë̀ ajkékuyök.
4614,Ie'pa kiànã ye' ajkéök .,Ellos quieren desacreditarme .,margery-ex0035,,Ie'pa kiàna̠ ye' ajkéök.
4615,Wíxchake diá dör tãîx chakè ajkéqbale .,Aquella vieja mezquina mucho la comida .,margery-ex0036,,Wí̠chake diá dör ta̠î̠ chakè ajkë́bale.
4616,Ajkêqkli dor ôxdalër chöwèxkẽ .,La gavilana cura el dolor de estómago .,margery-ex0038,,Ajkë̂kli dor ô̠dalër chöwè̠ke̠.
4617,Ajkêqkol kéli kĩèxkẽ awápa dör ẽ' katà ie .,Los suquias pulen la madera del palo de cacique para usarla como bastón .,margery-ex0039,,Ajkë̂kol kéli ki̠è̠ke̠ awápa dör e̠' katà ie.
4618,Vaca ajkë' dör bêqrie .,La bilis de la vaca es grande .,margery-ex0040,,Vaca ajkë' dör bë̂rie.
4619,Ye' míxkẽ tkö iglesia ajké .tkii iglesia ajkéx .,Yo voy a pasar por el lado de la iglesia .,margery-ex0041,,Ye' mí̠ke̠ tkö iglesia ajké.tkii iglesia ajké̠.
4620,Ye' shakö káx ajkêx kĩ .,Yo camino por terrenos planos .,margery-ex0042,,Ye' shakö ká̠ ajkê̠ ki̠.
4621,Ajkèxn tã tãîx nãĩ' tso' Kabagra káx batà kĩ .,Antes había muchas dantas en las montañas de Cabagra .,margery-ex0043,,Ajkè̠n ta̠ ta̠î̠ na̠i̠' tso' Kabagra ká̠ batà ki̠.
4622,Sòqk dör ajkéxt .,La sabana es plana .,margery-ex0044,,Sö̀k dör ajké̠t.
4623,Íyök ajkêxũk Juan tso' íyi kuátko .,Juan está aplanando la tierra para sembrar .,margery-ex0045,,Íyök ajkê̠u̠k Juan tso' íyi kuátko.
4624,Ye' ajkòq bútsãnã mìxk ye' kànùxnã e' tã .,Me rompí la boca cuando me caí .,margery-ex0046,,Ye' ajkö̀ bútsa̠na̠ mì̠k ye' kànù̠na̠ e' ta̠.
4625,Tka' ajkòq alòkule .,El borde del guacal está roto .,margery-ex0046,,Tka' ajkö̀ alòkule.
4626,Ye' dawö' tso' ajkóq yawóqk .,Mi prima está haciendo canastas .,margery-ex0047,,Ye' dawö' tso' ajkö́ yawö́k.
4627,María ajkóqalà buáala .,El aliento de María es agradable .,margery-ex0048,,María ajkö́alà buáala.
4628,Ajkóqbitë r tsiru' katètã .,La chiza come cacao .,margery-ex0049,,Ajkö́bitë r tsiru' katèta̠.
4629,Ye' ajkòqchö be' ã tö mìxshka ye' wàpie dö hospital .,Te ruego que me acompañes al hospital .,margery-ex0050,,Ye' ajkö̀chö be' a̠ tö mì̠shka ye' wàpie dö hospital.
4630,le' ajkòqyë ye' ska tö ye' kĩmúx .,Él me pidió auxilio .,margery-ex0050,,le' ajkö̀yë ye' ska tö ye' ki̠mú̠.
4631,Ie' dör i tàyë ajkòqchôqã' .,Él hizo suplicar a su mujer .,margery-ex0051,,Ie' dör i tàyë ajkö̀chö̂a̠'.
4632,Juan dör María yàie ?,Qué clase de pariente es Juan de María ?,Constenla1998 pg099,,Juan dör María yàie?
4633,Ie'pa dör awá .,Ellos son suquias .,Constenla1998 pg099,,Ie'pa dör awá.
4634,Ie'pa dör awápa .,Ellos son suquias .,Constenla1998 pg099,,Ie'pa dör awápa.
4635,Awì dör awápa .,Aquellos son suquias .,Constenla1998 pg099,,Awì dör awápa.
4636,I tkóq .,Clávelo .,Constenla1998 pg101,,I-tkö́.
4637,I chóq .,Dígalo .,Constenla1998 pg101,,I-chö́.
4638,I kóq .,Tóquelo .,Constenla1998 pg101,,I-kö́.
4639,Ye' wã yula' tã' .,Tengo un esclavo .,Constenla1998 pg104,,Ye' wa̠ yula' ta̠'.
4640,Ye' yula' tã' .,Tengo un esclavo .,Constenla1998 pg105,,Ye' yula' ta̠'.
4641,Ye' wã bàka tã' e'töm .,Tengo una vaca .,Constenla1998 pg105,,Ye' wa̠ bàka ta̠' e'töm.
4642,Ye' bàka tã' e'töm .,Tengo una vaca .,Constenla1998 pg105,,Ye' bàka ta̠' e'töm.
4643,Ye' wã bàka tã' .,Tengo vacas .,Constenla1998 pg105,,Ye' wa̠ bàka ta̠'.
4644,Ye' wã kalòqio tã' .,Tengo pantalones .,Constenla1998 pg105,,Ye' wa̠ kalö̀io ta̠'.
4645,Ye' wã ù tã' .,Tengo una casa .,Constenla1998 pg105,,Ye' wa̠ ù ta̠'.
4646,Libro i' tãwẽ tôto .,Este libro cuesta caro .,Constenla1998 pg105,,Libro i' ta̠we̠ tôto.
4647,Tabè séx tãwẽ dabòm dabòbyök skéxyök wòqshki .,Este machete cuesta quinientos colones .,Constenla1998 pg105,,Tabè sé̠ ta̠we̠ dabòm dabòbyök ské̠yök wö̀shki.
4648,I' be' dalì .,He aquí su mercadería .,Constenla1998 pg105,,I' be' dalì.
4649,Séx a' datsi' .,He aquí la ropa de ustedes .,Constenla1998 pg105,,Sé̠ a' datsi'.
4650,Kápi kiànã íxẽ .,Se necesita café aquí .,Constenla1998 pg106,,Kápi kiàna̠ í̠e̠.
4651,Ye' kĩ kápi kiànã .,Yo quiero café .,Constenla1998 pg106,,Ye' ki̠ kápi kiàna̠.
4652,Wéxshkẽ alákölpaèq tso .,Adentro solo hay mujeres .,Constenla1998 pg106,,Wé̠shke̠ alákölpaë̀ tso.
4653,Ye' tso apàio yawök datsi' sarûrûèq wa .,Yo estoy haciendo una camisa solo con tela blanca .,Constenla1998 pg106,,Ye' tso apàio yawök datsi' sarûrûë̀ wa.
4654,Ie' dóèq .,Solo así venía él .,Constenla1998 pg106,,Ie' dóë̀.
4655,Ìèq sãwéx bö ?,Qué vio usted ?,Constenla1998 pg106,,Ìë̀ sa̠wé̠ bö?
4656,Ye' shka'ku .,Yo quiero caminar .,Constenla1998 pg110,,Ye' shka'ku.
4657,Kápi ya'ku .,Se quiere tomar café .,Constenla1998 pg110,,Kápi ya'ku.
4658,Ie' ĩnã'ku .,Él quiere jugar .,Constenla1998 pg110,,Ie' i̠na̠'ku.
4659,Ye' éxn ã àrros ñã'ku .,Yo quiero comer arroz .,Constenla1998 pg110,,Ye' é̠n a̠ àrros ña̠'ku.
